country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Germany,DEU,13/01/21,880221,880221,,93898,63124,1.05,1.05,,753,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,14/01/21,978830,978784,46,98609,68947,1.17,1.17,0,823,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,15/01/21,1069381,1069117,264,90551,73593,1.28,1.28,0,878,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,16/01/21,1124280,1123548,732,54899,73772,1.34,1.34,0,881,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,17/01/21,1169306,1154115,15191,45026,75567,1.4,1.38,0.02,902,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,18/01/21,1237259,1205919,31340,67953,75865,1.48,1.44,0.04,905,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,19/01/21,1321216,1262754,58462,83957,76413,1.58,1.51,0.07,912,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,20/01/21,1439168,1334041,105127,117952,79850,1.72,1.59,0.13,953,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,21/01/21,1526041,1390052,135989,86873,78173,1.82,1.66,0.16,933,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Germany,DEU,22/01/21,1632777,1469353,163424,106736,80485,1.95,1.75,0.2,961,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Daten/Impfquoten-Tab.html
Gibraltar,GIB,10/01/21,420,420,,,,1.25,1.25,,,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,11/01/21,1445,1445,,1025,1025,4.29,4.29,,30424,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,12/01/21,2501,2501,,1056,1040,7.42,7.42,,30869,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,13/01/21,,,,,986,,,,29266,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,14/01/21,,,,,959,,,,28465,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,15/01/21,5135,5135,,,943,15.24,15.24,,27990,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,16/01/21,5847,5847,,712,904,17.35,17.35,,26832,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,17/01/21,5847,5847,,0,775,17.35,17.35,,23003,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,18/01/21,6435,6435,,588,713,19.1,19.1,,21163,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,19/01/21,7017,7017,,582,645,20.83,20.83,,19145,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,20/01/21,7017,7017,,0,520,20.83,20.83,,15434,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,21/01/21,7947,7947,,930,527,23.59,23.59,,15642,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,22/01/21,8877,8877,,930,535,26.35,26.35,,15880,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Gibraltar,GIB,23/01/21,9807,9807,,930,566,29.11,29.11,,16800,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1353362986572931073
Greece,GRC,28/12/20,386,386,,,,0,0,,,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,29/12/20,1056,1056,,670,670,0.01,0.01,,64,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,30/12/20,1709,1709,,653,662,0.02,0.02,,64,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,31/12/20,2313,2313,,604,642,0.02,0.02,,62,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,1/01/21,2591,2591,,278,551,0.02,0.02,,53,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,2/01/21,3132,3132,,541,549,0.03,0.03,,53,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,3/01/21,3843,3843,,711,576,0.04,0.04,,55,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,4/01/21,9975,9975,,6132,1370,0.1,0.1,,131,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,5/01/21,16233,16233,,6258,2168,0.16,0.16,,208,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,6/01/21,20466,20466,,4233,2680,0.2,0.2,,257,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,7/01/21,26006,26006,,5540,3385,0.25,0.25,,325,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,8/01/21,34787,34787,,8781,4599,0.33,0.33,,441,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,9/01/21,40163,40163,,5376,5290,0.39,0.39,,508,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,10/01/21,44080,44080,,3917,5748,0.42,0.42,,551,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,11/01/21,49645,49645,,5565,5667,0.48,0.48,,544,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,12/01/21,56199,56199,,6554,5709,0.54,0.54,,548,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,13/01/21,64619,64619,,8420,6308,0.62,0.62,,605,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,14/01/21,70695,70695,,6076,6384,0.68,0.68,,612,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,15/01/21,75276,75276,,4581,5784,0.72,0.72,,555,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,16/01/21,79744,79744,,4468,5654,0.77,0.77,,542,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,17/01/21,,,,,5486,,,,526,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,18/01/21,85223,84803,420,,5083,0.82,0.81,0,488,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,19/01/21,93179,92139,1040,7956,5283,0.89,0.88,0.01,507,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,20/01/21,107335,105700,1635,14156,6102,1.03,1.01,0.02,585,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,21/01/21,123347,121109,2238,16012,7522,1.18,1.16,0.02,722,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,22/01/21,140870,138312,2558,17523,9371,1.35,1.33,0.02,899,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greece,GRC,23/01/21,157388,154273,3115,16518,11092,1.51,1.48,0.03,1064,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Hungary,HUN,28/12/20,1094,,,,,0.01,,,,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,29/12/20,2461,,,1367,1367,0.03,,,142,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,30/12/20,3789,,,1328,1348,0.04,,,140,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,31/12/20,5110,,,1321,1339,0.05,,,139,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,1/01/21,,,,,1578,,,,163,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,2/01/21,,,,,1722,,,,178,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,3/01/21,12000,,,,1818,0.12,,,188,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,4/01/21,15000,,,3000,1987,0.16,,,206,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,5/01/21,21000,,,6000,2648,0.22,,,274,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,6/01/21,31500,,,10500,3959,0.33,,,410,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,7/01/21,42549,,,11049,5348,0.44,,,554,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,8/01/21,,,,,6375,,,,660,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,9/01/21,,,,,7402,,,,766,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,10/01/21,71000,,,,8429,0.73,,,873,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,11/01/21,78579,,,7579,9083,0.81,,,940,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,12/01/21,86929,,,8350,9418,0.9,,,975,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,13/01/21,96101,,,9172,9229,0.99,,,955,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,14/01/21,105728,,,9627,9026,1.09,,,934,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,15/01/21,112847,,,7119,8688,1.17,,,899,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,16/01/21,119944,,,7097,8347,1.24,,,864,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,17/01/21,123188,,,3244,7455,1.28,,,772,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,18/01/21,131332,129689,1643,8144,7536,1.36,1.34,0.02,780,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,19/01/21,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,20/01/21,138584,134554,4030,5327,6069,1.43,1.39,0.04,628,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,21/01/21,144798,138983,5815,6214,5581,1.5,1.44,0.06,578,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,22/01/21,150128,143184,6944,5330,5326,1.55,1.48,0.07,551,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Hungary,HUN,23/01/21,153392,145257,8135,3264,4778,1.59,1.5,0.08,495,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1257-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-64-beteg
Iceland,ISL,30/12/20,4875,4875,,,,1.43,1.43,,,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,31/12/20,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,1/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,3/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,4/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,5/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,6/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,7/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,8/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,9/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,10/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,11/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,12/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,13/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,14/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,15/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,16/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,17/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,18/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,19/01/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,20/01/21,6205,5725,480,,63,1.82,1.68,0.14,185,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,21/01/21,,,,,200,,,,586,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,22/01/21,8249,3703,4546,,337,2.42,1.09,1.33,988,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,15/01/21,0,0,,,,0,0,,,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,16/01/21,191181,191181,,191181,191181,0.01,0.01,,139,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,17/01/21,224301,224301,,33120,112150,0.02,0.02,,81,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,18/01/21,454049,454049,,229748,151350,0.03,0.03,,110,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,19/01/21,674835,674835,,220786,168709,0.05,0.05,,122,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,20/01/21,806484,806484,,131649,161297,0.06,0.06,,117,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,21/01/21,1043534,1043534,,237050,173922,0.08,0.08,,126,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,22/01/21,1390592,1390592,,347058,198656,0.1,0.1,,144,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
India,IND,23/01/21,1582201,1582201,,191609,198717,0.11,0.11,,144,"Covaxin, Covishield",Ministry of Health,https://www.mohfw.gov.in/
Indonesia,IDN,12/01/21,0,0,,,,0,0,,,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,13/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,14/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,15/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,16/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,17/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,18/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,19/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,20/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,21/01/21,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,22/01/21,132000,132000,,,13200,0.05,0.05,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,23/01/21,,,,,12546,,,,46,Sinovac,Ministry of Health,https://www.kemkes.go.id
Indonesia,IDN,24/01/21,149242,149242,,,11892,0.05,0.05,,43,Sinovac,Ministry of Health,https://www.kemkes.go.id
Ireland,IRL,31/12/20,1800,1800,,,,0.04,0.04,,,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/01/21,,,,,550,,,,111,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/01/21,,,,,550,,,,111,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,3/01/21,,,,,550,,,,111,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,4/01/21,4000,4000,,,550,0.08,0.08,,111,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,5/01/21,,,,,1194,,,,242,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,6/01/21,,,,,1624,,,,329,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,7/01/21,15314,15314,,,1931,0.31,0.31,,391,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,8/01/21,,,,,3028,,,,613,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,9/01/21,,,,,4124,,,,835,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
